"商品
上架日","銷售
與否(有日期代表停售)","保險
公司",險種名稱,"險種
代號","保險
年齡","
年期",幣別,"保費
級距",繳費類型,商品類別,"佣金
第1年","佣金
第2年","佣金
第3年","佣金
第4年","佣金
第5年","佣金
第6年","佣金
第7年","佣金
第8年","佣金
第9年","佣金
第10年","服務
津貼
第2年","服務
津貼
第3年","服務
津貼
第4年","服務
津貼
第5年","服務
津貼
第6年","服務
津貼
第7年","服務
津貼
第8年","服務
津貼
第9年","服務
津貼
第10年",PR13,PR25,年終
2026/4/15,銷售中,第一金,順利美元豁免保險費保險附約,WPD1,,6,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,順利美元豁免保險費保險附約,WPD1,,10,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,順利美元豁免保險費保險附約,WPD1,,20,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航變額年金保險,VCK1 ,,1,,,不定期繳 ,投資型,6.80%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航變額年金保險,VCK1-V ,,0,,,單筆追加,單筆追加,5.00%,3.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航外幣變額年金保險,QFC1,,1,,,不定期繳 ,投資型,6.80%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航外幣變額年金保險,QFC1-V,,0,,,單筆追加,單筆追加,5.00%,3.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航變額萬能壽險(甲型),LOD1,,1,,,不定期繳 ,投資型,6.80%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航變額萬能壽險(甲型),LOD1-V,,0,,,單筆追加,單筆追加,5.00%,3.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航變額萬能壽險(乙型),LPD1,,1,,,不定期繳 ,投資型,6.80%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航變額萬能壽險(乙型),LPD1-V,,0,,,單筆追加,單筆追加,5.00%,3.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航外幣變額萬能壽險(甲型),JYA1,,1,,,不定期繳 ,投資型,6.80%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航外幣變額萬能壽險(甲型),JYA1-V,,0,,,單筆追加,單筆追加,5.00%,3.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航外幣變額萬能壽險(乙型),JZA1,,1,,,不定期繳 ,投資型,6.80%,0.00%,0.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,環球領航外幣變額萬能壽險(乙型),JZA1-V,,0,,,單筆追加,單筆追加,5.00%,3.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,美緻光亮美元利率變動型終身壽險,FWI1,,6,,,,利變型,72.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/5,銷售中,第一金,美緻光亮美元利率變動型終身壽險,FWI1,,8,,,,利變型,92.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/8/15,銷售中,第一金,美勝傳家美元利率變動型終身壽險,FWE1,,2,,,,利變型,30.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/8/15,銷售中,第一金,美勝傳家美元利率變動型終身壽險,FWE1,,2,,,,利變型,22.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,第一美盛美元利率變動型終身壽險,FVY1 ,,6,,,,主約,41.00%,0.10%,0.10%,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,第一美盛美元利率變動型終身壽險,FVY1 ,,10,,,,主約,50.00%,1.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,第一美盛美元利率變動型終身壽險,FVY1 ,,20,,,,主約,89.00%,3.00%,2.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,N
2025/7/14,銷售中,第一金,美金樂樂美元利率變動型終身壽險,FVZ1,,6,,,,主約,30.00%,0.10%,0.10%,,,,,,,,0.00%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美金樂樂美元利率變動型終身壽險,FVZ1,,10,,,,主約,40.00%,1.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美金樂樂美元利率變動型終身壽險,FVZ1,,20,,,,主約,76.00%,3.00%,2.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD1,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD2,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD3,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD4,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD5,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD6,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD7,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD8,,3,,,,主約,26.00%,0.10%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD1,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD2,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD3,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD4,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD5,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD6,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD7,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,美樂鑫美元利率變動型還本終身保險,FWD8,,6,,,,主約,50.00%,0.10%,,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,第一豐盛利率變動型終身壽險,ILV1 ,,6,,,,主約,31.00%,0.10%,0.10%,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,第一豐盛利率變動型終身壽險,ILV1 ,,10,,,,主約,46.00%,1.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,第一豐盛利率變動型終身壽險,ILV1 ,,20,,,,主約,83.00%,3.00%,2.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,N
2025/7/14,銷售中,第一金,金多樂利率變動型終身壽險,ILW1 ,,6,,,,主約,30.00%,0.10%,0.10%,,,,,,,,0.50%,0.50%,0.50%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,金多樂利率變動型終身壽險,ILW1 ,,10,,,,主約,44.00%,1.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,,,,,,,N,N,N
2025/7/14,銷售中,第一金,金多樂利率變動型終身壽險,ILW1 ,,20,,,,主約,79.00%,3.00%,2.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,N
2025/6/13,銷售中,第一金,第一傳富利率變動型終身壽險,ILT1 ,0~75,1,,,躉,主約,12.00%,,,,,,,,,,,,,,,,,,,N,N,N
2025/6/13,銷售中,第一金,第一傳富利率變動型終身壽險,ILT1 ,76~80,1,,,躉,主約,8.00%,,,,,,,,,,,,,,,,,,,N,N,N
2025/6/13,銷售中,第一金,第一美富美元利率變動型終身壽險,FVW1,0~75,1,,,躉,主約,13.50%,,,,,,,,,,,,,,,,,,,N,N,N
2025/6/13,銷售中,第一金,第一美富美元利率變動型終身壽險,FVW1,76~80,1,,,躉,主約,12.00%,,,,,,,,,,,,,,,,,,,N,N,N
2025/6/13,銷售中,第一金,金豪旺利率變動型終身壽險,ILU1 ,0~88,1,,,躉,主約,4.00%,,,,,,,,,,,,,,,,,,,N,N,N
2025/6/13,銷售中,第一金,美金發發美元利率變動型終身壽險,FVX1 ,0~88,1,,,躉,主約,4.30%,,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,25,,,,主約,70.00%,15.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2024/1/1,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,35,,,,主約,75.00%,15.00%,12.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2024/1/1,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,40,,,,主約,75.00%,15.00%,12.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2024/1/1,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,25,,,,主約,70.00%,15.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2024/1/1,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,35,,,,主約,75.00%,15.00%,12.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2024/1/1,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,40,,,,主約,75.00%,15.00%,12.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2024/1/1,2025/12/1,第一金,金盈寶利率變動型終身壽險,ILL1,,6,,,,主約,36.00%,0.50%,0.50%,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/7/14,第一金,金喜利利率變動型終身壽險,ILM1,0~70,1,,,躉,主約,8.00%,0.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/7/14,第一金,金喜利利率變動型終身壽險,ILM1,71~,1,,,躉,主約,5.00%,0.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/7/14,第一金,金喜利利率變動型終身壽險,ILN1,0~70,2,,,,主約,15.00%,0.10%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/7/14,第一金,金喜利利率變動型終身壽險,ILN1,71~,2,,,,主約,8.00%,0.10%,,,,,,,,,,,,,,,,,,N,N,N
2024/5/27,2025/12/1,第一金,金鑽利率變動型終身壽險,ILQ1,,1,,,躉,主約,3.20%,0.00%,0.00%,,,,,,,,0.00%,0.00%,,,,,,,,N,N,N
2024/1/1,2025/12/1,第一金,美世傳富美元利率變動型終身壽險,FVH1,,6,,,,主約,42.00%,15.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/12/1,第一金,美世傳富美元利率變動型終身壽險,FVH1,,7,,,,主約,46.00%,16.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/11/29,2025/12/1,第一金,美樂沛美元利率變動型還本終身保險,FVU1,0~70,2,,,,主約,23.00%,0.00%,0.00%,,,,,,,,0.10%,0.00%,,,,,,,,N,N,N
2024/11/29,2025/12/1,第一金,美樂沛美元利率變動型還本終身保險,FVU1,71~,2,,,,主約,8.00%,0.00%,0.00%,,,,,,,,0.10%,0.00%,,,,,,,,N,N,N
2024/11/29,2025/12/1,第一金,美樂沛美元利率變動型還本終身保險,FVU2,0~70,2,,,,主約,23.00%,0.00%,0.00%,,,,,,,,0.10%,0.00%,,,,,,,,N,N,N
2024/11/29,2025/12/1,第一金,美樂沛美元利率變動型還本終身保險,FVU2,71~,2,,,,主約,8.00%,0.00%,0.00%,,,,,,,,0.10%,0.00%,,,,,,,,N,N,N
2024/11/29,2025/12/1,第一金,美樂沛美元利率變動型還本終身保險,FVU3,0~70,2,,,,主約,23.00%,0.00%,0.00%,,,,,,,,0.10%,0.00%,,,,,,,,N,N,N
2024/11/29,2025/12/1,第一金,美樂沛美元利率變動型還本終身保險,FVU3,71~,2,,,,主約,8.00%,0.00%,0.00%,,,,,,,,0.10%,0.00%,,,,,,,,N,N,N
2024/1/1,2025/1/1,第一金,美樂佳美元利率變動型終身壽,FVF1,0~69,1,,,躉,主約,10.00%,0.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/1/1,第一金,美樂佳美元利率變動型終身壽,FVF1,70~75,1,,,躉,主約,8.00%,0.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/1/1,第一金,美樂佳美元利率變動型終身壽,FVF1,76~79,1,,,躉,主約,7.00%,0.00%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/1/1,第一金,美樂佳美元利率變動型終身壽,FVG1,0~69,2,,,,主約,20.00%,0.10%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/1/1,第一金,美樂佳美元利率變動型終身壽,FVG1,70~75,2,,,,主約,20.00%,0.10%,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1,2025/1/1,第一金,美樂佳美元利率變動型終身壽,FVG1,76~78,2,,,,主約,16.00%,0.10%,,,,,,,,,,,,,,,,,,N,N,N
2024/4/8,2025/12/1,第一金,美樂帝美元利率變動型終身壽險,FVK1,0~75,1,,,躉,主約,11.00%,,,,,,,,,,,,,,,,,,,N,N,N
2024/4/8,2025/12/1,第一金,美樂帝美元利率變動型終身壽險,FVK1,76~79,1,,,躉,主約,7.80%,,,,,,,,,,,,,,,,,,,N,N,N
2024/4/8,2025/12/1,第一金,美樂帝美元利率變動型終身壽險,FVL1,0~75,2,,,,主約,22.50%,,,,,,,,,,0.10%,,,,,,,,,N,N,N
2024/4/8,2025/12/1,第一金,美樂帝美元利率變動型終身壽險,FVL1,76~78,2,,,,主約,16.00%,,,,,,,,,,0.10%,,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM1,30,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM2,40,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM3,50,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM4,55,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM5,60,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM6,65,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM7,70,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/8/1,2026/1/1,第一金,美樂悠美元利率變動型還本終身保險,FVM8,85,6,,,,主約,52.00%,0.00%,0.00%,,,,,,,,0.50%,0.50%,,,,,,,,N,N,N
2024/4/8,2025/12/1,第一金,富貴美美美元利率變動型終身壽險,FVI1,,8,,,,主約,75.00%,0.00%,0.00%,,,,,,,,1.00%,1.00%,,,,,,,,N,N,N
2023/5/19,2025/12/1,第一金,一年期加倍保傷害保險附約,ADH1,,1,,,,附約,25.00%,25.00%,25.00%,25.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2023/5/19,2025/12/1,第一金,一年期重大疾病健康保險附約(甲型),YDD1,,1,,,,附約,25.00%,25.00%,25.00%,25.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2023/1/13,2023/9/1,第一金,一年期特定意外多倍型傷害保險,IPB3,,1,,,,附約,20.00%,0.00%,0.00%,0.00%,,,,,,,X,,,,,,,,,N,N,N
2023/1/13,2023/9/1,第一金,一年期傷害醫療住院日額保險附約,AMI1,,1,,,,附約,20.00%,,,,,,,,,,X,,,,,,,,,N,N,N
2023/1/13,2024/8/1,第一金,多美利美元利率變動型終身保險,FSX1,,1,,,躉,主約,3.80%,0.00%,0.00%,,,,,,,,X,,,,,,,,,N,N,N
2023/1/13,2024/8/1,第一金,多美利美元利率變動型終身保險,FSY1,,2,,,,主約,10.00%,0.50%,0.00%,,,,,,,,X,,,,,,,,,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TWB1,,1,,,躉,主約,10.00%,0.00%,,,,,,,,,1.00%,,,,,,,,,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,7,,,,主約,35.00%,15.00%,9.00%,9.00%,8.00%,8.00%,8.00%,,,,3.00%,2.00%,2.00%,1.00%,1.00%,1.00%,,,,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,10,,,,主約,45.00%,15.00%,12.00%,10.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,15,,,,主約,55.00%,15.00%,12.00%,10.00%,10.00%,10.00%,9.00%,9.00%,9.00%,9%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,20,,,,主約,65.00%,15.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(乙型_遞減型),TXB1,,30,,,,主約,75.00%,15.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TWA1,,1,,,躉,主約,10.00%,0.00%,,,,,,,,,1.00%,,,,,,,,,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,7,,,,主約,35.00%,15.00%,9.00%,9.00%,8.00%,8.00%,8.00%,,,,3.00%,2.00%,2.00%,1.00%,1.00%,1.00%,,,,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,10,,,,主約,45.00%,15.00%,12.00%,10.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,15,,,,主約,55.00%,15.00%,12.00%,10.00%,10.00%,10.00%,9.00%,9.00%,9.00%,9%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,20,,,,主約,65.00%,15.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2023/5/19,2025/12/1,第一金,好安家定期壽險(甲型_平準型),TXA1,,30,,,,主約,75.00%,15.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10%~,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,N,N,N
2023/4/14,2025/1/1,第一金,金安穩利率變動型終身保險,ILF1,,6,,,,主約,30.00%,,,,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2025/1/1,第一金,金安穩利率變動型終身保險,ILF1,,10,,,,主約,39.00%,3%,3%,,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2025/1/1,第一金,金安穩利率變動型終身保險,ILF1,,20,,,,主約,76.00%,10%,10%,4%,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2024/1/1,第一金,金妥當利率變動型終身保險,ILI1,,6,,,,主約,50.00%,0.50%,0.50%,,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2024/1/1,第一金,美樂多多美元利率變動型終身保險,FST1,,6,,,,主約,50.00%,0.50%,0.50%,,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2024/1/1,第一金,美樂多多美元利率變動型終身保險,FST1,,10,,,,主約,60.00%,3%,3%,,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2024/1/1,第一金,美樂多多美元利率變動型終身保險,FST1,,20,,,,主約,88.00%,10%,10%,5%,,,,,,,X,,,,,,,,,N,N,N
2023/4/14,2025/7/14,第一金,美樂傳家美元利率變動型終身壽險,FSZ1,,6,,,,主約,52.00%,14%,,,,,,,,,X,,,,,,,,,N,N,N
2023/10/2,2025/1/1,第一金,高富美美元利率變動型終身壽險,FVB1,,1,,,躉,主約,11.00%,0.00%,0.00%,,,,,,,,X,,,,,,,,,N,N,N
2023/10/2,2025/1/1,第一金,高富美美元利率變動型終身壽險,FVC1,,2,,,,主約,19.00%,0.00%,0.00%,,,,,,,,X,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEI1,,1,美元,16.66萬(不含)以下,定期/不定期,投資型,3.00%,3.00%,3.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEI1,,1,美元,16.66萬(含)~33.33萬(不含),定期/不定期,投資型,2.80%,2.80%,2.80%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEI1,,1,美元,33.33萬(含)~100萬(不含),定期/不定期,投資型,2.50%,2.50%,2.50%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEI1,,1,美元,100萬(含)以上(,定期/不定期,投資型,2.00%,2.00%,2.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEJ1,,1,澳幣,12.5萬(不含)以下,定期/不定期,投資型,3.00%,3.00%,3.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEJ1,,1,澳幣,12.5萬(含)~25萬(不含),定期/不定期,投資型,2.80%,2.80%,2.80%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEJ1,,1,澳幣,25萬(含)~75萬(不含),定期/不定期,投資型,2.50%,2.50%,2.50%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEJ1,,1,澳幣,75萬(含)以上,定期/不定期,投資型,2.00%,2.00%,2.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEK1,,1,歐元,12.5萬(不含)以下,定期/不定期,投資型,3.00%,3.00%,3.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEK1,,1,歐元,12.5萬(含)~25萬(不含),定期/不定期,投資型,2.80%,2.80%,2.80%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEK1,,1,歐元,25萬(含)~75萬(不含),定期/不定期,投資型,2.50%,2.50%,2.50%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEK1,,1,歐元,75萬(含)以上,定期/不定期,投資型,2.00%,2.00%,2.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEM1,,1,人民幣,100萬(不含)以下,定期/不定期,投資型,3.00%,3.00%,3.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEM1,,1,人民幣,100萬(含)~200萬(不含),定期/不定期,投資型,2.80%,2.80%,2.80%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEM1,,1,人民幣,200萬(含)~600萬(不含),定期/不定期,投資型,2.50%,2.50%,2.50%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
2023/7/1,銷售中,第一金,富悅人生外幣變額年金保險,QEM1,,1,人民幣,600萬(含)以上,定期/不定期,投資型,2.00%,2.00%,2.00%,"2%
(自第4年起)",,,,,,,N,,,,,,,,,N,N,N
